timestamp,av_penetration,total_vehicles,simulation_steps,gasoline_co2_g,av_co2_g,total_co2_g,co2_reduction_rate_%,total_stops,monitored_edges,stops_per_vehicle,co2_per_vehicle_g
2025-06-18 13:06:08,0.0,0,1368,401544.76,0.0,401544.76,100.0,837,56,0.0,0.0
