timestamp,av_penetration,total_vehicles,simulation_steps,gasoline_co2_g,av_co2_g,total_co2_g,co2_reduction_rate_%,total_stops,monitored_edges,stops_per_vehicle,co2_per_vehicle_g
2025-07-17 21:07:45,0.0,0,1238,96805.36,0.0,96805.36,100.0,280,24,0.0,0.0
