time,gasoline_co2,av_co2,total_gasoline,total_av,gasoline_vehicles,av_vehicles,total_distance
199.0,15.745526079551897,0.0,18446.966315854395,0.0,7,0,70.66664491800039
200.0,13.054648919750228,0.0,18460.020964774147,0.0,7,0,70.61159344209736
201.0,24.709523865211715,0.0,18484.730488639358,0.0,7,0,74.86938158258708
202.0,26.98126098275885,0.0,18511.711749622118,0.0,7,0,79.69908641158982
203.0,32.186439010439955,0.0,18543.898188632556,0.0,7,0,85.48183480225414
204.0,24.39845235041656,0.0,18568.29664098297,0.0,7,0,87.99394905424451
205.0,29.550896115034497,0.0,18597.847537098005,0.0,7,0,87.32171294967884
206.0,18.800132381294826,0.0,18616.6476694793,0.0,7,0,85.9872102578622
207.0,29.07282309234581,0.0,18645.720492571643,0.0,7,0,86.48805826790489
208.0,23.788557820612724,0.0,18669.509050392255,0.0,7,0,83.88665581218673
209.0,14.61482146735623,0.0,18684.12387185961,0.0,7,0,81.27966065884449
210.0,22.03963514005534,0.0,18706.163506999666,0.0,6,0,72.11490514545766
211.0,9.774768660247304,0.0,18715.938275659915,0.0,6,0,72.13606486750069
212.0,17.668823690409543,0.0,18733.607099350324,0.0,6,0,70.91614685138921
213.0,15.740813749025673,0.0,18749.34791309935,0.0,5,0,50.3662201102804
214.0,10.29504908494049,0.0,18759.64296218429,0.0,5,0,48.87486787351537
215.0,14.163610158933718,0.0,18773.806572343223,0.0,5,0,50.01507638103086
216.0,19.63380214359224,0.0,18793.440374486814,0.0,5,0,54.25260205147079
217.0,17.44818919406515,0.0,18810.88856368088,0.0,5,0,56.641095820155364
218.0,27.707046379269674,0.0,18838.59561006015,0.0,5,0,61.07177425934225
219.0,26.522250925134646,0.0,18865.117860985287,0.0,5,0,64.77605363870262
220.0,24.253536622529992,0.0,18889.371397607818,0.0,5,0,68.32583870546384
221.0,5.552316254500272,0.0,18894.923713862318,0.0,4,0,50.760508811358456
222.0,2.5630870806782258,0.0,18897.486800942996,0.0,4,0,45.88577882351921
223.0,6.037437858778348,0.0,18903.524238801772,0.0,4,0,41.21143698825137
224.0,13.707307568120893,0.0,18917.231546369894,0.0,3,0,32.825700171343534
225.0,2.9356076338885644,0.0,18920.167154003782,0.0,3,0,32.015779774780874
226.0,14.843849953265982,0.0,18935.01100395705,0.0,3,0,34.65402211119004
227.0,13.572711601847029,0.0,18948.583715558896,0.0,3,0,36.68751628695105
228.0,7.604827119771618,0.0,18956.18854267867,0.0,3,0,36.98570446721793
229.0,15.607795131244092,0.0,18971.796337809912,0.0,3,0,39.27963235618596
230.0,12.604065556340926,0.0,18984.400403366253,0.0,3,0,40.535116808843355
231.0,17.25202299775102,0.0,19001.652426364006,0.0,3,0,42.412029515002416
232.0,15.29906154589749,0.0,19016.951487909904,0.0,3,0,43.991285274881434
233.0,20.379941578866354,0.0,19037.33142948877,0.0,3,0,46.17524583137644
234.0,12.8312000655049,0.0,19050.162629554277,0.0,3,0,46.88473943637806
235.0,9.008474811147298,0.0,19059.171104365425,0.0,3,0,46.59493467126164
236.0,11.85250974590374,0.0,19071.023614111327,0.0,3,0,47.61729475830804
237.0,8.22810750567669,0.0,19079.251721617005,0.0,3,0,47.13128391737706
238.0,11.026998690416256,0.0,19090.278720307422,0.0,3,0,48.03400026998139
239.0,2.9818423804437977,0.0,19093.260562687865,0.0,3,0,46.83052443194325
240.0,14.421177303966026,0.0,19107.68173999183,0.0,3,0,48.151233192213176
241.0,5.822786819889103,0.0,19113.504526811717,0.0,3,0,47.57537288054015
242.0,5.346814629107787,0.0,19118.851341440826,0.0,2,0,23.175379570063402
243.0,4.552399529125832,0.0,19123.403740969952,0.0,2,0,23.244882229321835
244.0,1.6620963698048652,0.0,19125.065837339756,0.0,2,0,22.37918287010604
245.0,2.119118490316349,0.0,19127.18495583007,0.0,2,0,22.04558537011241
246.0,6.624501997809888,0.0,19133.80945782788,0.0,2,0,22.708374266677733
247.0,0.0,0.0,19133.80945782788,0.0,2,0,22.111803056301746
248.0,7.188524816036872,0.0,19140.997982643916,0.0,2,0,23.08933213369661
249.0,2.0109206793033385,0.0,19143.008903323218,0.0,2,0,22.16148126651739
250.0,6.43591952491108,0.0,19149.44482284813,0.0,2,0,22.8191260690123
251.0,1.7429315769129818,0.0,19151.187754425042,0.0,2,0,22.106792371093494
252.0,7.431609861716145,0.0,19158.61936428676,0.0,2,0,23.05264008497094
253.0,4.866768691956819,0.0,19163.486132978716,0.0,2,0,23.207550252766545
254.0,3.9637102057744045,0.0,19167.44984318449,0.0,2,0,23.039764162504312
255.0,0.0,0.0,19167.44984318449,0.0,2,0,21.56871051234399
256.0,7.471697216971129,0.0,19174.92154040146,0.0,2,0,22.495814514604596
257.0,1.9776361294269424,0.0,19176.89917653089,0.0,2,0,21.44680113669225
258.0,7.765504194393081,0.0,19184.664680725284,0.0,2,0,22.641754349858697
259.0,8.086374351318213,0.0,19192.751055076602,0.0,2,0,23.784822417867566
260.0,0.0,0.0,19192.751055076602,0.0,2,0,22.517769645668764
261.0,2.210804800760252,0.0,19194.961859877363,0.0,2,0,22.180282255450464
262.0,5.864096538231861,0.0,19200.825956415596,0.0,2,0,22.73925535287914
263.0,2.503460230444835,0.0,19203.32941664604,0.0,2,0,22.41636584433933
264.0,6.9016977392120005,0.0,19210.231114385253,0.0,2,0,23.27476192743258
265.0,2.916234553917151,0.0,19213.147348939172,0.0,2,0,23.20549707857632
266.0,2.624783320113522,0.0,19215.772132259284,0.0,2,0,22.170471307753786
267.0,0.0,0.0,19215.772132259284,0.0,2,0,20.584083455371992
268.0,2.8557889872062305,0.0,19218.62792124649,0.0,2,0,16.986004954531648
269.0,4.237326894480725,0.0,19222.86524814097,0.0,2,0,12.489706400527478
270.0,4.023698783872806,0.0,19226.888946924842,0.0,2,0,12.014282208217669
271.0,9.091361668262453,0.0,19235.980308593105,0.0,2,0,14.98928416297062
272.0,4.8936305539770135,0.0,19240.87393914708,0.0,2,0,16.251079111874464
273.0,9.438118227907761,0.0,19250.312057374987,0.0,2,0,18.82871145210451
274.0,8.182040383837723,0.0,19258.494097758827,0.0,2,0,20.977669847432885
275.0,12.006036045434723,0.0,19270.50013380426,0.0,2,0,23.523844111293755
276.0,1.6985172986256247,0.0,19272.198651102884,0.0,2,0,22.71157117414029
277.0,2.8685332969000834,0.0,19275.067184399784,0.0,2,0,22.08747498493382
278.0,3.4190118940691825,0.0,19278.486196293852,0.0,2,0,22.016990403833066
279.0,7.962355627169391,0.0,19286.44855192102,0.0,2,0,23.215189287091803
280.0,2.060484694267808,0.0,19288.509036615287,0.0,2,0,22.14740211270024
281.0,5.6491199830881484,0.0,19294.158156598376,0.0,2,0,22.602048186866767
282.0,3.0236030208246443,0.0,19297.1817596192,0.0,2,0,22.53874731064049
283.0,7.370262303432726,0.0,19304.552021922635,0.0,2,0,23.45542961994858
284.0,0.0,0.0,19304.552021922635,0.0,2,0,21.870881773417082
285.0,6.688182252018013,0.0,19311.240204174654,0.0,2,0,22.64198576978148
286.0,6.384902788469882,0.0,19317.625106963125,0.0,2,0,23.30154667669182
287.0,5.523891518089501,0.0,19323.148998481214,0.0,2,0,23.689542560910073
288.0,1.7514197698054785,0.0,19324.900418251018,0.0,2,0,22.977503213986953
289.0,2.0747247730549665,0.0,19326.975143024072,0.0,2,0,22.289344883642357
290.0,6.4004178215137255,0.0,19333.375560845587,0.0,2,0,23.00310485798606
291.0,2.1983689826966755,0.0,19335.573929828282,0.0,2,0,21.958885693808284
292.0,5.970154603723849,0.0,19341.544084432007,0.0,2,0,22.58083838583176
293.0,2.304437921578295,0.0,19343.848522353586,0.0,2,0,19.324101900681075
294.0,4.870411016465269,0.0,19348.71893337005,0.0,2,0,15.605858686053349
295.0,4.0453523786445835,0.0,19352.764285748697,0.0,2,0,15.477399585395274
296.0,4.898330041529029,0.0,19357.662615790225,0.0,2,0,16.151945509970343
297.0,5.833048548321447,0.0,19363.495664338545,0.0,2,0,18.021375567395395
298.0,11.18358848356225,0.0,19374.67925282211,0.0,2,0,20.827163222245094
299.0,5.720882043120077,0.0,19380.400134865227,0.0,2,0,21.24456953883559
300.0,5.339442959945422,0.0,19385.739577825174,0.0,2,0,21.66942918272895
