timestamp,av_penetration,total_vehicles,simulation_steps,gasoline_co2_g,av_co2_g,total_co2_g,co2_reduction_rate_%,total_stops,monitored_edges,stops_per_vehicle,co2_per_vehicle_g
2025-06-25 16:53:38,0.0,0,1383,451096.91,0.0,451096.91,100.0,914,56,0.0,0.0
