time,step,vehicle_count,av_count,gasoline_count,total_stops,total_co2,gasoline_co2,av_co2
150.0,150,0,14,99,61,33018.19600901755,33018.19600901755,0.0
151.0,151,0,13,101,62,33384.16495014694,33384.16495014694,0.0
152.0,152,0,13,102,62,33757.46440172138,33757.46440172138,0.0
153.0,153,0,13,103,63,34163.50797092997,34163.50797092997,0.0
154.0,154,0,13,104,63,34539.97974362227,34539.97974362227,0.0
155.0,155,0,13,104,63,34956.579385536956,34956.579385536956,0.0
156.0,156,0,13,105,66,35329.392620698745,35329.392620698745,0.0
157.0,157,0,13,106,66,35737.86304341692,35737.86304341692,0.0
158.0,158,0,13,106,66,36082.976874914835,36082.976874914835,0.0
159.0,159,0,12,105,66,36437.3130105259,36437.3130105259,0.0
160.0,160,0,12,106,67,36756.475724727185,36756.475724727185,0.0
161.0,161,0,12,108,68,37107.878182622706,37107.878182622706,0.0
162.0,162,0,12,108,71,37436.36528661659,37436.36528661659,0.0
163.0,163,0,13,108,71,37752.29292447402,37752.29292447402,0.0
164.0,164,0,13,108,72,38094.11184732281,38094.11184732281,0.0
165.0,165,0,13,107,73,38443.6453876277,38443.6453876277,0.0
166.0,166,0,13,108,74,38785.07712459211,38785.07712459211,0.0
167.0,167,0,13,108,75,39128.24751806059,39128.24751806059,0.0
168.0,168,0,13,110,78,39493.107465789675,39493.107465789675,0.0
169.0,169,0,13,110,78,39863.80732709149,39863.80732709149,0.0
170.0,170,0,13,111,79,40248.29190846971,40248.29190846971,0.0
171.0,171,0,13,112,80,40632.288936290155,40632.288936290155,0.0
172.0,172,0,13,112,82,41029.69530939121,41029.69530939121,0.0
173.0,173,0,13,111,82,41398.26007127203,41398.26007127203,0.0
174.0,174,0,13,111,82,41783.02990119137,41783.02990119137,0.0
175.0,175,0,14,111,83,42174.96568308914,42174.96568308914,0.0
176.0,176,0,14,111,84,42585.2978825623,42585.2978825623,0.0
177.0,177,0,14,111,84,43003.79300885608,43003.79300885608,0.0
178.0,178,0,14,112,87,43452.6853060294,43452.6853060294,0.0
179.0,179,0,14,112,87,43852.83385902474,43852.83385902474,0.0
180.0,180,0,14,111,87,44274.86904705578,44274.86904705578,0.0
181.0,181,0,15,111,88,44660.939334280025,44660.939334280025,0.0
182.0,182,0,15,111,88,45020.54171151511,45020.54171151511,0.0
183.0,183,0,15,112,88,45421.380616648195,45421.380616648195,0.0
184.0,184,0,15,113,88,45847.154393802084,45847.154393802084,0.0
185.0,185,0,15,112,89,46258.90131575304,46258.90131575304,0.0
186.0,186,0,15,113,90,46626.99855751955,46626.99855751955,0.0
187.0,187,0,15,114,90,47031.335594445394,47031.335594445394,0.0
188.0,188,0,15,115,93,47443.92196273833,47443.92196273833,0.0
189.0,189,0,16,115,94,47857.983225042815,47857.983225042815,0.0
190.0,190,0,15,114,97,48288.74120576238,48288.74120576238,0.0
191.0,191,0,16,113,99,48711.56885660744,48711.56885660744,0.0
192.0,192,0,17,113,100,49178.317037269655,49178.317037269655,0.0
193.0,193,0,17,113,102,49666.597378554885,49666.597378554885,0.0
194.0,194,0,17,113,105,50033.79788328105,50033.79788328105,0.0
195.0,195,0,17,113,105,50433.50438216768,50433.50438216768,0.0
196.0,196,0,17,111,105,50806.89541629313,50806.89541629313,0.0
197.0,197,0,17,113,107,51192.175031420134,51192.175031420134,0.0
198.0,198,0,17,113,108,51610.09679981142,51610.09679981142,0.0
199.0,199,0,17,114,110,52041.59419579586,52041.59419579586,0.0
200.0,200,0,17,115,110,52452.05721661565,52452.05721661565,0.0
201.0,201,0,17,115,112,52860.27393250593,52860.27393250593,0.0
202.0,202,0,17,115,114,53307.708932505266,53307.708932505266,0.0
203.0,203,0,17,114,115,53745.765376311334,53745.765376311334,0.0
204.0,204,0,17,113,117,54160.80584128941,54160.80584128941,0.0
205.0,205,0,17,113,118,54565.397349159815,54565.397349159815,0.0
206.0,206,0,17,113,118,54946.57030826067,54946.57030826067,0.0
207.0,207,0,17,112,119,55334.66504118072,55334.66504118072,0.0
208.0,208,0,16,111,121,55702.22030267528,55702.22030267528,0.0
209.0,209,0,16,111,121,56040.62992366963,56040.62992366963,0.0
210.0,210,0,15,111,122,56376.862650388044,56376.862650388044,0.0
211.0,211,0,15,110,125,56745.056021839366,56745.056021839366,0.0
212.0,212,0,15,109,125,57134.86016207111,57134.86016207111,0.0
213.0,213,0,15,109,126,57477.086973820195,57477.086973820195,0.0
214.0,214,0,15,109,128,57821.39830446312,57821.39830446312,0.0
215.0,215,0,15,109,128,58134.58135204285,58134.58135204285,0.0
216.0,216,0,15,109,129,58460.219636731534,58460.219636731534,0.0
217.0,217,0,15,108,130,58783.13882050462,58783.13882050462,0.0
218.0,218,0,15,107,131,59144.661030663316,59144.661030663316,0.0
219.0,219,0,15,106,133,59472.738715115345,59472.738715115345,0.0
220.0,220,0,15,105,134,59785.49863908352,59785.49863908352,0.0
221.0,221,0,15,105,135,60082.573562764665,60082.573562764665,0.0
222.0,222,0,15,105,136,60353.577431309466,60353.577431309466,0.0
223.0,223,0,15,106,136,60651.66502392432,60651.66502392432,0.0
224.0,224,0,15,106,137,60952.18392945,60952.18392945,0.0
225.0,225,0,15,105,139,61282.05120371307,61282.05120371307,0.0
226.0,226,0,15,104,140,61572.5360844779,61572.5360844779,0.0
227.0,227,0,15,103,141,61866.944510217036,61866.944510217036,0.0
228.0,228,0,15,103,143,62156.71784447221,62156.71784447221,0.0
229.0,229,0,15,103,145,62463.95851878334,62463.95851878334,0.0
230.0,230,0,15,102,145,62756.70800495862,62756.70800495862,0.0
231.0,231,0,14,102,145,63114.62151068103,63114.62151068103,0.0
232.0,232,0,14,102,146,63440.85048458883,63440.85048458883,0.0
233.0,233,0,13,101,148,63770.140563891364,63770.140563891364,0.0
234.0,234,0,13,100,152,64087.10363932383,64087.10363932383,0.0
235.0,235,0,13,99,154,64386.49505088317,64386.49505088317,0.0
236.0,236,0,13,99,157,64684.30653687306,64684.30653687306,0.0
237.0,237,0,13,98,158,65002.869940355704,65002.869940355704,0.0
238.0,238,0,13,97,162,65280.79651240204,65280.79651240204,0.0
239.0,239,0,12,97,164,65524.97684846531,65524.97684846531,0.0
240.0,240,0,12,97,167,65780.45479862901,65780.45479862901,0.0
241.0,241,0,12,97,169,66075.80725105935,66075.80725105935,0.0
242.0,242,0,12,97,171,66348.20502663014,66348.20502663014,0.0
243.0,243,0,12,97,174,66639.77115180115,66639.77115180115,0.0
244.0,244,0,12,96,175,66928.33505433811,66928.33505433811,0.0
245.0,245,0,12,95,177,67240.11315906592,67240.11315906592,0.0
246.0,246,0,12,95,178,67567.50390443513,67567.50390443513,0.0
247.0,247,0,12,94,180,67898.97452968895,67898.97452968895,0.0
248.0,248,0,12,93,181,68185.03642009337,68185.03642009337,0.0
249.0,249,0,12,92,183,68454.57186047525,68454.57186047525,0.0
250.0,250,0,12,92,184,68728.7917890308,68728.7917890308,0.0
251.0,251,0,12,92,185,69005.33632103297,69005.33632103297,0.0
252.0,252,0,12,92,185,69268.37672068506,69268.37672068506,0.0
253.0,253,0,12,92,186,69532.91810860785,69532.91810860785,0.0
254.0,254,0,12,91,186,69778.57263309213,69778.57263309213,0.0
255.0,255,0,12,91,188,70023.92303516706,70023.92303516706,0.0
256.0,256,0,12,91,188,70281.77885964139,70281.77885964139,0.0
257.0,257,0,12,91,189,70531.2457668332,70531.2457668332,0.0
258.0,258,0,12,91,189,70789.28784046051,70789.28784046051,0.0
259.0,259,0,12,91,189,71069.1421340351,71069.1421340351,0.0
260.0,260,0,12,89,189,71327.70508017011,71327.70508017011,0.0
261.0,261,0,12,89,190,71585.11622326534,71585.11622326534,0.0
262.0,262,0,12,88,190,71855.13525409743,71855.13525409743,0.0
263.0,263,0,12,88,190,72099.54147986228,72099.54147986228,0.0
264.0,264,0,12,88,190,72381.67681507995,72381.67681507995,0.0
265.0,265,0,12,88,190,72627.49518304296,72627.49518304296,0.0
266.0,266,0,12,88,191,72889.88127829092,72889.88127829092,0.0
267.0,267,0,12,88,192,73130.7946389072,73130.7946389072,0.0
268.0,268,0,12,88,193,73376.74501745086,73376.74501745086,0.0
269.0,269,0,12,87,194,73630.1030616905,73630.1030616905,0.0
270.0,270,0,12,86,194,73868.81132267343,73868.81132267343,0.0
271.0,271,0,12,85,195,74122.2420898793,74122.2420898793,0.0
272.0,272,0,12,84,195,74382.54623973422,74382.54623973422,0.0
273.0,273,0,12,84,195,74622.68662572523,74622.68662572523,0.0
274.0,274,0,12,84,195,74872.26088986668,74872.26088986668,0.0
275.0,275,0,12,84,195,75139.50886579893,75139.50886579893,0.0
276.0,276,0,12,83,195,75404.53093157985,75404.53093157985,0.0
277.0,277,0,12,83,196,75679.2841591792,75679.2841591792,0.0
278.0,278,0,12,81,198,75952.16616037465,75952.16616037465,0.0
279.0,279,0,12,81,199,76225.43639590278,76225.43639590278,0.0
280.0,280,0,12,81,199,76489.1465456535,76489.1465456535,0.0
281.0,281,0,12,81,201,76754.72998382166,76754.72998382166,0.0
282.0,282,0,12,81,201,77048.22437675968,77048.22437675968,0.0
283.0,283,0,12,81,202,77318.79715584207,77318.79715584207,0.0
284.0,284,0,12,81,203,77585.44293854565,77585.44293854565,0.0
285.0,285,0,12,81,203,77869.26934039363,77869.26934039363,0.0
286.0,286,0,12,80,204,78126.72230781302,78126.72230781302,0.0
287.0,287,0,12,79,205,78375.22541882058,78375.22541882058,0.0
288.0,288,0,12,79,207,78594.47097843263,78594.47097843263,0.0
289.0,289,0,12,79,208,78786.68713371569,78786.68713371569,0.0
290.0,290,0,12,79,208,78982.31106473827,78982.31106473827,0.0
291.0,291,0,12,78,210,79172.68349118753,79172.68349118753,0.0
292.0,292,0,12,78,211,79400.1486276097,79400.1486276097,0.0
293.0,293,0,12,78,212,79622.24201870034,79622.24201870034,0.0
294.0,294,0,12,78,213,79863.96763266827,79863.96763266827,0.0
295.0,295,0,12,78,214,80095.4366650171,80095.4366650171,0.0
296.0,296,0,12,78,215,80359.98596907925,80359.98596907925,0.0
297.0,297,0,12,77,215,80625.43859299534,80625.43859299534,0.0
298.0,298,0,12,75,215,80914.64620693892,80914.64620693892,0.0
299.0,299,0,12,74,215,81218.01552232116,81218.01552232116,0.0
300.0,300,0,12,73,216,81542.87629821223,81542.87629821223,0.0
301.0,301,0,12,73,216,81856.14026506903,81856.14026506903,0.0
302.0,302,0,12,73,216,82168.7478142361,82168.7478142361,0.0
303.0,303,0,12,72,216,82418.73435483033,82418.73435483033,0.0
304.0,304,0,12,72,216,82661.82782154779,82661.82782154779,0.0
305.0,305,0,12,72,216,82891.9681532002,82891.9681532002,0.0
306.0,306,0,12,70,217,83127.99076456927,83127.99076456927,0.0
307.0,307,0,11,69,217,83298.69714501374,83298.69714501374,0.0
308.0,308,0,10,67,219,83505.16264345123,83505.16264345123,0.0
309.0,309,0,10,65,220,83687.10597337515,83687.10597337515,0.0
310.0,310,0,10,65,223,83891.24140029823,83891.24140029823,0.0
311.0,311,0,10,63,224,84074.4313938703,84074.4313938703,0.0
312.0,312,0,10,63,225,84265.87176430122,84265.87176430122,0.0
313.0,313,0,10,62,226,84468.84270030777,84468.84270030777,0.0
314.0,314,0,10,61,229,84682.05540641092,84682.05540641092,0.0
315.0,315,0,9,60,230,84891.49759911522,84891.49759911522,0.0
316.0,316,0,9,60,232,85080.25913471807,85080.25913471807,0.0
317.0,317,0,9,60,233,85259.72741218234,85259.72741218234,0.0
318.0,318,0,9,59,235,85450.73163512831,85450.73163512831,0.0
319.0,319,0,9,59,237,85612.80343523118,85612.80343523118,0.0
320.0,320,0,8,59,238,85766.18532339673,85766.18532339673,0.0
321.0,321,0,8,59,239,85925.4605014132,85925.4605014132,0.0
322.0,322,0,8,59,240,86079.28360193387,86079.28360193387,0.0
323.0,323,0,8,59,242,86242.29057787308,86242.29057787308,0.0
324.0,324,0,8,58,244,86442.17238166113,86442.17238166113,0.0
325.0,325,0,8,57,244,86614.0399172422,86614.0399172422,0.0
326.0,326,0,8,57,245,86783.10193108159,86783.10193108159,0.0
327.0,327,0,8,57,246,86945.07301781187,86945.07301781187,0.0
328.0,328,0,8,56,246,87113.37291340188,87113.37291340188,0.0
329.0,329,0,8,54,248,87280.48889933014,87280.48889933014,0.0
330.0,330,0,8,53,249,87422.94275833188,87422.94275833188,0.0
331.0,331,0,8,53,250,87571.40312496394,87571.40312496394,0.0
332.0,332,0,8,52,251,87686.05638057036,87686.05638057036,0.0
333.0,333,0,8,52,251,87798.86828062161,87798.86828062161,0.0
334.0,334,0,8,52,251,87911.59494668512,87911.59494668512,0.0
335.0,335,0,8,51,254,88027.3599585788,88027.3599585788,0.0
336.0,336,0,8,50,257,88138.05994801839,88138.05994801839,0.0
337.0,337,0,8,50,258,88261.87055505985,88261.87055505985,0.0
338.0,338,0,8,49,260,88391.76973958215,88391.76973958215,0.0
339.0,339,0,8,49,260,88531.48090427702,88531.48090427702,0.0
340.0,340,0,7,47,261,88671.96395854444,88671.96395854444,0.0
341.0,341,0,7,46,263,88800.7991509565,88800.7991509565,0.0
342.0,342,0,7,46,265,88933.01572793907,88933.01572793907,0.0
343.0,343,0,7,46,266,89064.14146304151,89064.14146304151,0.0
344.0,344,0,7,45,266,89200.15038031593,89200.15038031593,0.0
345.0,345,0,7,44,266,89334.41333882026,89334.41333882026,0.0
346.0,346,0,7,44,266,89468.6866736209,89468.6866736209,0.0
347.0,347,0,7,44,266,89589.12925699326,89589.12925699326,0.0
348.0,348,0,7,44,266,89705.39585973007,89705.39585973007,0.0
349.0,349,0,7,44,266,89808.14893168802,89808.14893168802,0.0
350.0,350,0,7,44,266,89937.96231240191,89937.96231240191,0.0
351.0,351,0,7,44,266,90050.00058084844,90050.00058084844,0.0
352.0,352,0,7,43,266,90168.52117456534,90168.52117456534,0.0
353.0,353,0,7,43,266,90286.10050016534,90286.10050016534,0.0
354.0,354,0,7,43,266,90399.70298773363,90399.70298773363,0.0
355.0,355,0,7,43,266,90515.65853977858,90515.65853977858,0.0
356.0,356,0,7,43,266,90633.7835939275,90633.7835939275,0.0
357.0,357,0,7,42,266,90749.06709828082,90749.06709828082,0.0
358.0,358,0,7,42,266,90855.9338255541,90855.9338255541,0.0
359.0,359,0,7,42,266,90957.48629113997,90957.48629113997,0.0
360.0,360,0,7,42,266,91064.49733406493,91064.49733406493,0.0
361.0,361,0,7,42,266,91180.83355820856,91180.83355820856,0.0
362.0,362,0,7,41,266,91296.66759617378,91296.66759617378,0.0
363.0,363,0,7,41,266,91421.61161503194,91421.61161503194,0.0
364.0,364,0,7,41,266,91538.08493806195,91538.08493806195,0.0
365.0,365,0,7,41,266,91674.95193869858,91674.95193869858,0.0
366.0,366,0,7,41,266,91807.16084791526,91807.16084791526,0.0
367.0,367,0,7,41,266,91946.93840251317,91946.93840251317,0.0
368.0,368,0,7,41,266,92100.46460768892,92100.46460768892,0.0
369.0,369,0,7,41,266,92264.94505143487,92264.94505143487,0.0
370.0,370,0,7,41,266,92457.90365858622,92457.90365858622,0.0
371.0,371,0,7,41,266,92627.99860877736,92627.99860877736,0.0
372.0,372,0,7,41,266,92786.43450587205,92786.43450587205,0.0
373.0,373,0,7,41,266,92966.46353985931,92966.46353985931,0.0
374.0,374,0,7,41,266,93132.1923818187,93132.1923818187,0.0
375.0,375,0,7,41,266,93294.42622681847,93294.42622681847,0.0
376.0,376,0,7,41,266,93466.5786402462,93466.5786402462,0.0
377.0,377,0,7,41,266,93646.269790263,93646.269790263,0.0
378.0,378,0,7,41,266,93823.86806535613,93823.86806535613,0.0
379.0,379,0,7,41,266,93995.47273331892,93995.47273331892,0.0
380.0,380,0,7,41,266,94142.27070526777,94142.27070526777,0.0
381.0,381,0,7,41,266,94283.87231191555,94283.87231191555,0.0
382.0,382,0,7,41,266,94417.24751641143,94417.24751641143,0.0
383.0,383,0,6,41,266,94577.0708998976,94577.0708998976,0.0
384.0,384,0,6,41,266,94747.10775066362,94747.10775066362,0.0
385.0,385,0,6,41,266,94919.0512529231,94919.0512529231,0.0
386.0,386,0,6,41,266,95097.46384227704,95097.46384227704,0.0
387.0,387,0,6,41,266,95263.90836856671,95263.90836856671,0.0
388.0,388,0,6,41,266,95445.07311421222,95445.07311421222,0.0
389.0,389,0,6,41,266,95610.23599708434,95610.23599708434,0.0
390.0,390,0,6,41,266,95750.64744159344,95750.64744159344,0.0
391.0,391,0,6,41,266,95883.45500732768,95883.45500732768,0.0
392.0,392,0,6,41,266,96004.51053672309,96004.51053672309,0.0
393.0,393,0,5,40,266,96153.04778066251,96153.04778066251,0.0
394.0,394,0,5,40,266,96343.50173087892,96343.50173087892,0.0
395.0,395,0,5,40,266,96499.47427885146,96499.47427885146,0.0
396.0,396,0,5,40,266,96660.28402880217,96660.28402880217,0.0
397.0,397,0,5,39,266,96775.76173200658,96775.76173200658,0.0
398.0,398,0,5,39,266,96881.34064744561,96881.34064744561,0.0
399.0,399,0,5,37,267,97000.60004294256,97000.60004294256,0.0
400.0,400,0,5,36,267,97150.11326736708,97150.11326736708,0.0
401.0,401,0,4,35,269,97268.51109944802,97268.51109944802,0.0
402.0,402,0,4,35,269,97400.45094824901,97400.45094824901,0.0
403.0,403,0,4,35,271,97542.64700203457,97542.64700203457,0.0
404.0,404,0,3,34,271,97646.28724132129,97646.28724132129,0.0
405.0,405,0,3,33,272,97735.70370345954,97735.70370345954,0.0
406.0,406,0,3,32,272,97805.10499389905,97805.10499389905,0.0
407.0,407,0,3,32,273,97896.67167974237,97896.67167974237,0.0
408.0,408,0,3,32,274,97994.22209638552,97994.22209638552,0.0
